eid,label,mark,pos,val
E073,Neural - DLPFC,H3K4me3,66023157,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023158,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023159,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023160,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023161,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023162,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023163,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023164,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023165,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023166,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023167,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023168,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023169,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023170,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023171,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023172,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023173,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023174,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023175,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023176,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023177,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023178,1.2060400247573853
E073,Neural - DLPFC,H3K4me3,66023179,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023180,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023181,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023182,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023183,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023184,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023185,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023186,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023187,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023188,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023189,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023190,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023191,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023192,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023193,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023194,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023195,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023196,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023197,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023198,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023199,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023200,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023201,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023202,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023203,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023204,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023205,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023206,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023207,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023208,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023209,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023210,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023211,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023212,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023213,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023214,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023215,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023216,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023217,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023218,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023219,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023220,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023221,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023222,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023223,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023224,1.758829951286316
E073,Neural - DLPFC,H3K4me3,66023225,1.758829951286316
E073,Neural - DLPFC,H3K4me3,66023226,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023227,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023228,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023229,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023230,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023231,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023232,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023233,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023234,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023235,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023236,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023237,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023238,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023239,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023240,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023241,1.5075600147247314
E073,Neural - DLPFC,H3K4me3,66023242,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023243,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023244,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023245,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023246,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023247,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023248,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023249,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023250,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023251,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023252,1.2562799453735352
E073,Neural - DLPFC,H3K4me3,66023253,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023254,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023255,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023256,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023257,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023258,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023259,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023260,1.0050899982452393
E073,Neural - DLPFC,H3K4me3,66023261,0.75382000207901
E073,Neural - DLPFC,H3K4me3,66023262,0.75382000207901
E073,Neural - DLPFC,H3K4me3,66023263,0.75382000207901
E073,Neural - DLPFC,H3K4me3,66023264,0.75382000207901
E073,Neural - DLPFC,H3K4me3,66023265,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023266,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023267,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023268,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023269,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023270,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023271,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023272,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023273,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023274,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023275,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023276,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023277,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023278,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023279,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023280,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023281,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023282,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023283,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023284,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023285,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023286,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023287,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023288,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023289,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023290,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023291,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023292,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023293,0.5025399923324585
E073,Neural - DLPFC,H3K4me3,66023294,0.6700599789619446
E073,Neural - DLPFC,H3K4me3,66023295,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023296,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023297,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023298,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023299,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023300,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023301,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023302,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023303,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023304,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023305,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023306,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023307,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023308,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023309,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023310,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023311,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023312,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023313,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023314,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023315,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023316,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023317,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023318,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023319,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023320,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023321,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023322,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023323,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023324,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023325,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023326,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023327,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023328,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023329,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023330,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023331,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023332,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023333,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023334,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023335,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023336,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023337,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023338,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023339,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023340,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023341,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023342,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023343,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023344,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023345,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023346,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023347,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023348,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023349,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023350,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023351,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023352,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023353,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023354,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023355,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023356,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023357,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023358,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023359,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023360,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023361,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023362,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023363,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023364,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023365,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023366,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023367,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023368,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023369,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023370,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023371,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023372,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023373,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023374,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023375,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023376,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023377,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023378,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023379,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023380,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023381,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023382,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023383,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023384,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023385,1.4786499738693237
E073,Neural - DLPFC,H3K4me3,66023386,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023387,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023388,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023389,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023390,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023391,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023392,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023393,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023394,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023395,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023396,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023397,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023398,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023399,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023400,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023401,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023402,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023403,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023404,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023405,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023406,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023407,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023408,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023409,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023410,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023411,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023412,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023413,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023414,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023415,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023416,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023417,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023418,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023419,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023420,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023421,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023422,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023423,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023424,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023425,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023426,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023427,0.4928799867630005
E073,Neural - DLPFC,H3K4me3,66023428,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023429,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023430,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023431,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023432,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023433,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023434,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023435,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023436,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023437,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023438,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023439,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023440,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023441,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023442,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023443,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023444,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023445,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023446,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023447,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023448,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023449,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023450,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023451,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023452,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023453,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023454,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023455,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023456,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023457,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023458,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023459,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023460,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023461,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023462,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023463,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023464,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023465,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023466,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023467,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023468,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023469,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023470,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023471,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023472,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023473,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023474,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023475,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023476,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023477,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023478,0.9857699871063232
E073,Neural - DLPFC,H3K4me3,66023479,0.9857699871063232
